指标,地区,时间,数值
新上市公司市值（亿元）,深圳,2019,0.00000
新上市公司市值（亿元）,深圳,2020,3334.50000
新上市公司市值（亿元）,大连,2019,0.00000
新上市公司市值（亿元）,大连,2020,47.18000
新上市公司市值（亿元）,宁波,2019,0.00000
新上市公司市值（亿元）,宁波,2020,1865.14000
新上市公司市值（亿元）,厦门,2019,0.00000
新上市公司市值（亿元）,厦门,2020,885.32000
新上市公司市值（亿元）,青岛,2019,582.54000
新上市公司市值（亿元）,青岛,2020,302.73000
    上交所新上市公司市值（亿元）,北京,2019,7000.06000
    上交所新上市公司市值（亿元）,北京,2020,10985.99000
    上交所新上市公司市值（亿元）,天津,2019,135.52000
    上交所新上市公司市值（亿元）,天津,2020,633.82000
    上交所新上市公司市值（亿元）,河北,2019,0.00000
    上交所新上市公司市值（亿元）,河北,2020,202.30000
    上交所新上市公司市值（亿元）,山西,2019,0.00000
    上交所新上市公司市值（亿元）,山西,2020,48.45000
    上交所新上市公司市值（亿元）,内蒙古,2019,0.00000
    上交所新上市公司市值（亿元）,内蒙古,2020,0.00000
    上交所新上市公司市值（亿元）,辽宁,2019,61.56000
    上交所新上市公司市值（亿元）,辽宁,2020,69.95000
    上交所新上市公司市值（亿元）,吉林,2019,0.00000
    上交所新上市公司市值（亿元）,吉林,2020,40.35000
    上交所新上市公司市值（亿元）,黑龙江,2019,41.97000
    上交所新上市公司市值（亿元）,黑龙江,2020,0.00000
    上交所新上市公司市值（亿元）,上海,2019,3154.57000
    上交所新上市公司市值（亿元）,上海,2020,6914.15000
    上交所新上市公司市值（亿元）,江苏,2019,1829.05000
    上交所新上市公司市值（亿元）,江苏,2020,5434.54000
    上交所新上市公司市值（亿元）,浙江,2019,2400.36000
    上交所新上市公司市值（亿元）,浙江,2020,3051.53000
    上交所新上市公司市值（亿元）,安徽,2019,86.68000
    上交所新上市公司市值（亿元）,安徽,2020,620.42000
    上交所新上市公司市值（亿元）,福建,2019,193.78000
    上交所新上市公司市值（亿元）,福建,2020,513.60000
    上交所新上市公司市值（亿元）,江西,2019,0.00000
    上交所新上市公司市值（亿元）,江西,2020,949.23000
    上交所新上市公司市值（亿元）,山东,2019,1320.33000
    上交所新上市公司市值（亿元）,山东,2020,1625.34000
    上交所新上市公司市值（亿元）,河南,2019,27.45000
    上交所新上市公司市值（亿元）,河南,2020,108.19000
    上交所新上市公司市值（亿元）,湖北,2019,44.66000
    上交所新上市公司市值（亿元）,湖北,2020,668.47000
    上交所新上市公司市值（亿元）,湖南,2019,0.00000
    上交所新上市公司市值（亿元）,湖南,2020,952.21000
    上交所新上市公司市值（亿元）,广东,2019,1718.52000
    上交所新上市公司市值（亿元）,广东,2020,610.61000
    上交所新上市公司市值（亿元）,广西,2019,0.00000
